Ean;Référence;Catégorie;Constructeur;Libellé;Px HT;Stock Dispo Achard;En cde Achard
6954836031803;28712;Caméra / Webcam;Foscam;FN3108XE-B4-1T Kit NVR 1To + 4 Cam. ext. FI9800XE;261.08;0;0
6954836009802;28714;Caméra / Webcam;Foscam;FI9800XE Caméra Extérieure IP 720P IR xPOE;39.27;21;0
5099206064225;28715;Caméra / Webcam;Logitech;HD WebCam C310 Refresh;31.27;135;0
5099206062528;28718;Caméra / Webcam;Logitech;GROUP kit video conférence;891.31;0;0
3772243990918;28720;Caméra / Webcam;Heden;Détecteur de mouvement Infrarouge - CAMHED06DT;9.7;0;0
6954836002452;28722;Caméra / Webcam;Foscam;FI9961EP Dome exterieur POE FHD (IR 20m);80.72;26;0
6954836015605;28723;Caméra / Webcam;Foscam;R2 Caméra IP FHD Motorisée WiFi P2P Blanche;94.9;20;0
790069411700;28724;Caméra / Webcam;D-Link;DCS-2210L (Camera sur IP Full HD);189.08;0;0
;33007;Carte Controleur;Générique;PCI 5 ports USB2 (4 ports Ext + 1 Int);5.65;3;0
;33112;Carte Controleur;Générique;PCI SATA 150;11.34;0;0
;33114;Carte Controleur;Générique;PCI SATA II 300 Raid5  4 Ports internes;35.55;2;0
;33117;Carte Controleur;Générique;PCI-E 2 ports USB 3.0;11.11;-1;10
;33122;Carte Controleur;Générique;PCI-E 3 ports USB 3.0 + 1 port interne USB 3.0;12.78;-3;20
65030860321;33124;Carte Controleur;StarTech;PCI-E 3 ports USB 3.0 + 1 int. USB 3.0 - PEXUSB3S4;27.42;1;0
65030855501;33126;Carte Controleur;StarTech;PCI-E 2 ports FireWire 400 IEEE1394a - PEX1394A2V;23.44;-2;2
65030857703;33127;Carte Controleur;StarTech;PCI-E 1 port fibre optique Gigabit Multimode SC;128.69;5;0
;33129;Carte Controleur;Générique;PCI-E 3.0 - 2 ports USB 3.1 type A;20.43;7;0
;33130;Carte Controleur;Générique;PCI-E 3.0 - 1 port USB 3.1 A + 1 port USB 3.1 C;25;4;0
4710007222133;33131;Carte Controleur;Silverstone;PCI-E 3.0 - 2 ports M.2 - SST-ECM20;19.44;4;0
;33300;Carte Controleur;Générique;PCI 4 ports series;24.44;2;0
;33301;Carte Controleur;Générique;PCI 2 ports series + 1 //;9.53;4;0
;33302;Carte Controleur;Générique;PCI 2 ports Série DB9;8.35;12;0
;33413;Carte Controleur;Générique;PCMCIA 4 ports USB2;11.54;0;0
;38221;Carte Controleur;Générique;Express Card 2 ports USB3.0;15.01;1;0
;38303;Carte Controleur;Générique;PCI-E 2xSATA III 600;21.23;8;0
;38305;Carte Controleur;Générique;PCI-E 1x -  1 port Parallele;12.54;1;0
;38310;Carte Controleur;Générique;PCI-E SATA II Raid Std+ LP 4 ports internes;53.74;1;0
4710713968257;38313;Carte Controleur;Silverstone;PCI-E 2 ports USB 3.0 internes - EC01P;20.72;1;0
735163141696;36003;Carte d'Acquisition Vidéo;Dazzle;DVD Recorder HD;49;12;0
;36005;Carte d'Acquisition Vidéo;Avermedia;Live Gamer Portable - C875;105.54;0;0
4710710676933;36007;Carte d'Acquisition Vidéo;Avermedia;LGP Lite - GL310 - PC/PS4/Xbox One;66.66;0;0
4710710676575;36008;Carte d'Acquisition Vidéo;Avermedia;Game Capture HD 2 - C285;102.51;-1;1
4719072406493;6001;Carte Graphique;MSI;Pont SLI - 2WAY SLI BRIDGE L;25.24;1;0
812674020686;6002;Carte Graphique;NVidia;Pont SLI Geforce GTX Pascal - Taille S (40,64 mm);36.19;0;0
812674020693;6003;Carte Graphique;NVidia;Pont SLI Geforce GTX Pascal - Taille M (60,96 mm);36.19;0;0
812674020709;6004;Carte Graphique;NVidia;Pont SLI Geforce GTX Pascal - Taille L (81,26mm);36.19;0;0
3536403344658;6010;Carte Graphique;PNY;Quadro K1200 Display port - 4Go/4x mDP/4x adapt DP;333.3;3;0
4719072363154;6013;Carte Graphique;MSI;N750Ti-2GD5TLP - GTX750TI/2Go/DVI/HDMI/LP;96.75;6;0
4719331340230;6014;Carte Graphique;Gigabyte;N75TD5-2GI - GF750TI/2Go/2xHDMI;99.22;0;0
4719072409173;6015;Carte Graphique;MSI;N730-2GD3 V2 - GT730/2Go/PCI-E;48.51;-11;60
4719072420741;6020;Carte Graphique;MSI;R9 NANO 4G - R9-Nano/4Go/HDMI/3xDP;504.24;0;0
4719072448226;6022;Carte Graphique;MSI;GT 710 1GD3H LP - GF710/1Go/HDMI/DVI;27.11;-41;60
3536403347550;6024;Carte Graphique;PNY;GF730GTLP2GEPB - GT730/2Go/DVI/HDMI/LP;50.87;0;0
3536403345099;6025;Carte Graphique;PNY;Quadro M5000 - M5000/8Go/DVI-D/4x DP;2012.78;0;0
3536403350765;6035;Carte Graphique;PNY;GTX 1080 Founders Edition - GTX1080/8Go/HDMI/3xDP;582.33;0;0
4250812414021;6036;Carte Graphique;EVGA;GTX 1080 Founders Edition;671.31;0;0
4250812406552;6037;Carte Graphique;EVGA;GTX970-FTW ACX 2.0 - GTX970/4Go/2xDVI/HDMI/DP ;304.64;0;0
4712900426960;6038;Carte Graphique;Asus;STRIX-GTX1080-O8G-8GD5X - 1080/8Go/DVI/HDMI/DP;583.2;0;0
4719072467050;6039;Carte Graphique;MSI;GTX 1080 GAMING X 8G - 1080/8Go/DVI/HDMI/3xDP;630.28;1;0
4719072467418;6045;Carte Graphique;MSI;GTX1070 GAMING X 8G - 1070/8Go/DVI/HDMI/3xDP;420.8;0;0
4719072467845;6046;Carte Graphique;MSI;GTX 1070 AERO 8G OC - GTX1070/8Go/DVI/3xDP/HDMI;401.71;1;0
4719072467432;6047;Carte Graphique;MSI;GTX 1070 ARMOR 8G OC - GTX1070/8Go/DVI/3xDP/HDMI;396.93;0;0
4719331322168;6048;Carte Graphique;Gigabyte;GTX1080 G1 Gaming-8GD - GTX1080/8Go/DVI/DP/HDMI;602.32;1;0
4719331322199;6049;Carte Graphique;Gigabyte;GTX1070 G1 Gaming-8GD - GTX1070/8Go/DVI/DP/HDMI;427.99;0;0
3536403345136;6051;Carte Graphique;PNY;Quadro M4000 - M4000/8Go/4xDP;920.64;0;0
778656071919;6052;Carte Graphique;XFX;Radeon RX 480 - RX480/8Go/HDMI/3xDP;232.25;0;0
4712900441697;6053;Carte Graphique;Asus;STRIX-GTX1070-O8G-GAMING - GTX1070/8G/DVI/DP/HDMI;492.56;2;0
4719072467128;6054;Carte Graphique;MSI;GTX 1080 ARMOR 8G OC - GTX1080/8Go/DVI/3xDP/HDMI;566.41;2;0
4719331323363;6055;Carte Graphique;Gigabyte;GTX 1070 WindForce OC - GTX1070/8Go/DVI/3xDP/HDMI;404.94;2;0
4719072470364;6056;Carte Graphique;MSI;GTX 1060 GAMING X 6G - GTX1060/6Go/DVI/DP/HDMI;293.32;-2;5
4250812414076;6057;Carte Graphique;EVGA;GTX1070 8G SC ACX - GTX1070/8Go/DVI/DP/HDMI;425.17;7;0
3536403348441;6058;Carte Graphique;PNY;Quadro M2000 - M2000/4Go/4xDP;482.13;0;0
3536403351380;6060;Carte Graphique;PNY;GTX 1060 6GB GDDR5 - GTX1060/6Go/DVI/HDMI/DP;250.06;-1;0
4719072467326;6061;Carte Graphique;MSI;GTX 1080 SEA HAWK X - GTX1080/8G/DVI/DP/HDMI;786.22;1;0
3536403351496;6064;Carte Graphique;PNY;GF1080GTXCD8GEPB - GTX1080/8Go/DVI/HDMI/DP;577.89;8;0
3536403351489;6065;Carte Graphique;PNY;GF1070GTXCD8GEPB - GTX1070/8Go/DVI/DP/HDMI;364.67;14;0
3536403351366;6069;Carte Graphique;PNY;GTX 1080 XRL8 - GTX1080/8G/3xDP/HDMI/DVI/OC;601.36;17;0
4719072470371;6070;Carte Graphique;MSI;GTX 1060 ARMOR 6G OC - GTX1060/6G/DP/DVI/HDMI;269.18;0;0
4719072479077;6071;Carte Graphique;MSI;GTX1060 3GT OC - GTX1060/3Go/DVI/HDMI/DP;196.37;13;0
4719072474973;6072;Carte Graphique;MSI;GTX 1060 GAMING X 3G - GTX1060/3G/DP/DVI/HDMI;226.7;8;0
4712900487718;6073;Carte Graphique;Asus;DUAL-GTX1060-O3G - GTX1060/3Go/DVI/HDMI/DP #;194.29;87;0
4712900476088;6074;Carte Graphique;Asus;DUAL-GTX1060-O6G - GTX1060/6Go/DVI/HDMI/DP;282.7;4;0
4719072471729;6075;Carte Graphique;MSI;RX 470 GAMING X 4G - RX470/4Go/DVI/HDMI/DP;194.98;5;0
4719072407230;6076;Carte Graphique;MSI;N730-4GD3V2 - GT730/4Go/HDMI/DVI/VGA;68.92;0;0
4719072471736;6079;Carte Graphique;MSI;RX 480 Gaming X 8G - RX480/8Go/HDMI/3xDP;238.1;2;0
4719072479794;6080;Carte Graphique;MSI;GTX 1060 ARMOR 6G OCV1 - GTX1060/6G/DP/DVI/HDMI;273.69;1;0
3536403352936;6082;Carte Graphique;PNY;GTX 1050 - GTX1050/2Go/DVI/HDMI/DP;99.03;20;0
3536403352950;6083;Carte Graphique;PNY;GTX 1050Ti OC - GTX1050Ti/4Go/DVI/HDMI/DP;150.08;9;0
4719072488017;6084;Carte Graphique;MSI;GTX 1050 2G OC - GTX1050/2Go/DVI/HDMI/DP;111.35;0;10
4719072487058;6085;Carte Graphique;MSI;GTX 1050Ti 4G OC - GTX1050Ti/4Go/DVI/HDMI/DP;138.08;8;0
4712900558883;6087;Carte Graphique;Asus;EX-GTX1050TI-4G - GTX1050Ti/4Go/DVI/HDMI/DP;145.94;1;0
4712900570175;6088;Carte Graphique;Asus;PH-GTX1050TI-4G - GTX1050Ti/4Go/DVI/HDMI/DP;137.81;1;0
4719331339289;6089;Carte Graphique;Gigabyte;N105TOC-4GD - GTX1050Ti/4Go/DVI/HDMI/DP;147.37;2;0
4719072488772;6090;Carte Graphique;MSI;GTX1050 Gaming X 2G - GTX1050/2Go/DVI/HDMI/DP;131.82;1;0
4719072487553;6091;Carte Graphique;MSI;GTX1050Ti Gaming X 4G - GTX1050Ti/4Go/DVI/HDMI/DP;163.35;2;0
4719331323318;6092;Carte Graphique;Gigabyte;GV-R737WF2OC-2GD - R7-370/2Go/DVI/HDMI/DP;138.17;0;0
4719331339272;6093;Carte Graphique;Gigabyte;GV-N105TWF2OC-4GD - GTX1050Ti/4Go/DVI/HDMI/DP;152.95;5;0
4712900426663;6094;Carte Graphique;Asus;TURBO-GTX1080-8G - GTX1080/8Go/DVI/HDMI/DP;530.4;30;0
4712900478716;6095;Carte Graphique;Asus;DUAL-GTX1070-O8G - GTX1070/8Go/DVI/HDMI/DP #;366.39;-11;0
4712900584615;6096;Carte Graphique;Asus;PH-GTX1050-2G - GTX1050/2Go/DVI/HDMI/DP;111.03;2;0
4719072487065;6097;Carte Graphique;MSI;GTX 1050Ti 4GT OC - GTX1050Ti/4Go/DVI/HDMI/DP;145.02;8;0
4895106279322;6098;Carte Graphique;AMD;FirePro W2100 - W2100/2Go/DP;125.4;0;0
4719072490591;6099;Carte Graphique;MSI;GTX1050Ti Gaming 4G - GTX1050Ti/4Go/DVI/HDMI/DP ;152.14;4;0
4719072479084;6100;Carte Graphique;MSI;GTX1060 3G OC - GTX1060/3Go/DVI/HDMI/DP;188.66;0;10
4719072488000;6101;Carte Graphique;MSI;GTX 1050 2GT OC - GTX1050/2Go/DVI/HDMI/DP;106.21;33;0
4719072515126;6102;Carte Graphique;MSI;GTX1080 Ti Founders Edition -GTX1080Ti/11G/DP/HDMI;681.27;-2;5
3536403355562;6103;Carte Graphique;PNY;GTX1080 Ti Founders Edition -GTX1080Ti/11G/DP/HDMI;678.94;-1;0
;6104;Carte Graphique;PNY;Quadro M6000 - M6000/24Go/DVI-D/4xDP;4242;0;0
4712900699852;6105;Carte Graphique;Asus;GTX1080TI-FE - GTX1080Ti/11G/DP/HDMI;687.21;-3;5
3536403352080;6106;Carte Graphique;PNY;Quadro P6000 - P6000/24Go/DP/DVI-D;5241.4;0;0
4712900714555;6107;Carte Graphique;Asus;STRIX-GTX1080TI-O11G - GTX1080Ti/11G/DP/HDMI;732.74;-1;3
;6236;Carte Graphique;ATI;Radeon HD 5450 - 1Go/DVI/HDMI/PCI-E;25.99;-17;20
;6278;Carte Graphique;MSI;N610-1GD3H/LP - 1Go/DVI/HDMI/PCI-E;28.64;0;0
4719072381509;6700;Carte Graphique;MSI;GTX 960 2GD5 - GTX960/2Go/DVI/HDMI/DP;160.92;0;0
4719072393557;6701;Carte Graphique;MSI;GTX 960 GAMING 4G - GTX960/4Go/DVI/HDMI/3xDP;194.17;0;0
4719072278106;6855;Carte Graphique;MSI;N650 1GD5/OCV1 - 1Go/DVI/HDMI/PCI-E;74.22;0;0
4719072285890;6877;Carte Graphique;MSI;N610-2GD3H/LP - GT610/2Go/DVI/HDMI;38.2;0;0
4716659223665;6900;Carte Graphique;Asus;210-SL-TC1GD3-L - G210/1Go/DVI/HDMI;25.75;0;0
4719072328184;6922;Carte Graphique;MSI;N750Ti TF 2GD5/OC - GTX750TI/2Go/DVI/HDMI/PCI-E;111.06;0;0
4719072231064;6931;Carte Graphique;MSI;N210-MD1GD3H/LP - G210/1Go/DVI/HDMI;25.26;0;0
4719072335588;6932;Carte Graphique;MSI;N750 1GD5/OC - GTX750/1Go/DVI/HDMI/PCI-E;91.98;0;0
3536403341909;6945;Carte Graphique;PNY;Quadro NVS 510 - 2Go/4 x mDP/PCI-E;413.71;0;0
4719072366841;6961;Carte Graphique;MSI;GTX 970 4GD5/OC - GTX970/4Go/DVI/DP/HDMI;309.19;0;0
4719072353056;6963;Carte Graphique;MSI;N740-2GD3 - GT740/2Go/PCI-E;82.17;0;0
3536403343767;6964;Carte Graphique;PNY;Quadro K620 - 2Go/DP/DVI/Low Profile;170.95;11;0
4719331342173;6966;Carte Graphique;Gigabyte;N970IXOC-4GD - GTX970/4Go/DVI/DP/HDMI;246.58;0;0
4719072363819;6968;Carte Graphique;MSI;N720-1GD5HLP - GT720/1Go DDR5/DVI/HDMI;42.86;0;0
3536403343804;6970;Carte Graphique;PNY;Quadro K2200 4Go;448.84;1;0
4719331351175;6974;Carte Graphique;Gigabyte;N960IXOC-2GD - GTX960/2Go/DVI/HDMI/DP/ITX;173.18;0;0
3536403343941;6977;Carte Graphique;PNY;GF720GT - GT720/1Go/DVI/HDMI/LP;37.64;0;0
;6978;Carte Graphique;PNY;GF730GTL - GT730/1Go/DVI/HDMI/LP;44.43;0;0
4719072391225;6982;Carte Graphique;MSI;GTX 970 4GD5T OC - GTX970/4Go/DVI/DP/HDMI;276.85;0;0
4719072367107;6985;Carte Graphique;MSI;GTX 980 4GD5 OCV1 - GTX980/4Go/DVI/HDMI/DP;345.6;0;0
4719072401603;6989;Carte Graphique;MSI;R9 380 GAMING 4G - R9-380/4Go/HDMI/DP/2xDVI;211.57;1;0
4719072405694;6999;Carte Graphique;MSI;GTX 980Ti GAMING 6G - GTX980Ti/6Go/DVI/HDMI/DP;418;0;0
760557817895;34306;Carte mémoire;Transcend;Micro SDHC 8Go TS8GUSDHC10 class 10 + Adapt;3.31;0;0
760557818564;34792;Carte mémoire;Transcend;SDHC 16Go TS16GSDHC4 class 4;8.86;0;0
740617216233;34831;Carte mémoire;Kingston;SDXC 64Go Class 10 SDA10/64GB;33.85;-1;5
650590178063;34841;Carte mémoire;Lexar;Micro SDHC 16Go Class 6 LSDMI16GABEUC6;5.09;0;0
8806086938419;34863;Carte mémoire;Samsung;Micro SDXC 64Go PRO UHS I Class 10 MB-MG64E/EU;27.79;0;0
619659070984;34871;Carte mémoire;Sandisk;SDXC 64Go Extreme PRO UHS-1 C10 SDSDXPA-064GR;38.02;0;0
740617245974;34873;Carte mémoire;Kingston;Micro SDHC 16Go Class 10 + Adapt SDC10G2/16GB;6.39;28;0
619659133795;34874;Carte mémoire;Sandisk;Micro SDXC 128Go UHS-1 C10 SDSQUNC-128G-GN6MA;38.52;0;0
619659134846;34875;Carte mémoire;Sandisk;Micro SDXC 64Go UHS-1 C10 SDSQUNC-064G-GN6MA;19.47;0;0
740617246155;34876;Carte mémoire;Kingston;Micro SDXC 64Go Class 10 + Adapt SDC10G2/64GB;20.67;78;0
740617246063;34877;Carte mémoire;Kingston;Micro SDHC 32Go class 10 + Adapt. SDC10G2/32GB;11.42;32;0
619659133948;34878;Carte mémoire;Sandisk;MicroSDHC 32Go Extreme PLUS UHS-1 SDSQXSG-032G-GN6;25.79;0;0
650590183944;34882;Carte mémoire;Lexar;Micro SDHC 16Go class 10 + Adapt. LSDMI16GABEUC10A;5.33;0;0
650590184378;34883;Carte mémoire;Lexar;Micro SDHC 32Go class 10 + Adapt. LSDMI32GABEUC10A;10.09;0;0
650590184422;34884;Carte mémoire;Lexar;Micro SDXC 64Go class 10 + Adapt. LSDMI64GABEUC10A;19.06;0;0
650590193028;34885;Carte mémoire;Lexar;Micro SDHC 16Go c10 300x +Adapt. LSDMI16GBB1EU300A;5.8;-2;0
650590193790;34886;Carte mémoire;Lexar;Micro SDHC 32Go c10 300x +Adapt. LSDMI32GBB1EU300A;9.49;1;0
650590193967;34887;Carte mémoire;Lexar;Micro SDXC 64Go c10 300x +Adapt. LSDMI64GB1EU300A;16.23;-2;0
650590199310;34904;Carte mémoire;Lexar;Micro SDXC 128Go c10 633x +Adapt. LSDMI128BBEU633A;37.5;-13;0
740617242263;34905;Carte mémoire;Kingston;SDXC UHS-1 512Go Classe 10 - SDA10/512GB;159.19;0;0
740617236675;34911;Carte mémoire;Kingston;SDXC UHS-1 256Go Classe 10 - SDA10/256GB;91.96;-1;0
650590199297;34912;Carte mémoire;Lexar;Micro SDXC 32Go c10 633x +Adapt. LSDMI32GBBEU633A;12.33;-11;100
650590199303;34913;Carte mémoire;Lexar;Micro SDXC 64Go c10 633x +Adapt. LSDMI64GBBEU633A;16.5;-24;0
740617246247;34916;Carte mémoire;Kingston;Micro SDXC 128Go UHS-1 C10 SDC10G2/128GB;47.09;28;0
4716659552567;4237;Carte Mère;Asus;H81M-C - H81/LGA1150/DDR3/mATX;53.26;1;5
4719072307950;4238;Carte Mère;MSI;H81M-P33 - H81/LGA1150/DDR3/mATX;40.35;55;0
4719543181195;4361;Carte Mère;Asus;M5A99X EVO R2.0 - A990X/SKAM3+/DDR3/PCI E/ATX;92.77;0;0
4716659501404;4367;Carte Mère;Asus;Z87M-PLUS - Z87/SK1150/DDR3/PCI-E/mATX;96.33;0;0
;4369;Carte Mère;Asus;B85M-E - B85/SK1150/DDR3/PCI-E/mATX;72.57;0;0
4716659713975;4409;Carte Mère;Asus;AM1M-A - SKAM1/DDR3/mATX;32.08;1;0
4716659759461;4421;Carte Mère;Asus;H97M-E - H97/LGA1150/DDR3/PCI-E/mATX;80.86;0;0
4716659759485;4428;Carte Mère;Asus;Z97-K - Z97/LGA1150/DDR3/2xPCI-E/ATX;112.15;0;0
4719072326999;4438;Carte Mère;MSI;J1800I - Celeron J1800/SO-DDR3/ITX;52.89;0;0
4719072345914;4442;Carte Mère;MSI;H97M-G43 - H97/LGA1150/CF/DDR3/mATX;79.59;0;0
4719072343101;4443;Carte Mère;MSI;H97M-E35 - H97/LGA1150/DDR3/mATX;66.54;0;0
4719072343118;4447;Carte Mère;MSI;Z97 PC MATE - Z97/LGA1150/CF/DDR3/ATX;74.28;0;0
4719331817299;4448;Carte Mère;Gigabyte;H97M-HD3 - H97/LGA1150/DDR3/mATX;74.14;0;0
4716659595823;4476;Carte Mère;Asus;H81M-K - H81/LGA1150/DDR3/mATX;44.56;-1;50
4719072313111;4477;Carte Mère;MSI;H81I - H81/LGA1150/DDR3/ITX;62.07;3;0
4719331802165;4498;Carte Mère;Gigabyte;H81M-S2VP - H81/LGA1150/DDR3/PCI-E/mATX;42.84;0;0
4716659921691;4499;Carte Mère;Asus;Z10PE-D16 WS - C612/2xLGA2011-V3/DDR4/EEB;477.73;0;0
4712900016031;4505;Carte Mère;Asus;X99-A/USB3.1 - X99/LGA2011-3/DDR4/CF/SLI/ATX;223.61;0;0
4719072412784;4506;Carte Mère;MSI;Z170A Gaming M7 - Z170/LGA1151/DDR4/ATX;198.96;4;0
4719072410537;4507;Carte Mère;MSI;Z170A PC MATE - Z170/LGA1151/DDR4/ATX;97.38;8;0
4719072412814;4509;Carte Mère;MSI;Z170A Gaming M5 - Z170/LGA1151/DDR4/ATX;157.26;6;0
4712900111514;4512;Carte Mère;Asus;Maximus VIII HERO - Z170/LGA1151/DDR4/ATX;201.69;0;0
4719072326005;4514;Carte Mère;MSI;H81M-E34 - H81/LGA1150/DDR3/mATX;46.22;-8;30
4712900120790;4516;Carte Mère;Asus;Z170-P D3 - Z170/LGA1151/DDR3/SLI/CF/ATX;96.12;0;0
4719331829308;4517;Carte Mère;Gigabyte;GA-Z170-HD3P - Z170/LGA1151/DDR4/CF/ATX;105.04;0;0
4712900115116;4518;Carte Mère;Asus;H170M-E D3 - H170/LGA1151/DDR3/mATX;71;0;0
4719331829391;4520;Carte Mère;Gigabyte;GA-H170-HD3 - H170/LGA1151/DDR4/ATX;93.81;0;0
4719072323905;4524;Carte Mère;MSI;H81M-P32L - H81/LGA1150/DDR3/DB9/DB25/mATX;48.24;0;0
4719072415686;4525;Carte Mère;MSI;B150 Gaming M3 - B150/LGA1151/DDR4/ATX;97.09;8;0
4719072390877;4535;Carte Mère;MSI;X99A SLI PLUS - X99/LGA2011-3/DDR4/CF/SLIx4/ATX;210.56;1;3
4716659827061;4540;Carte Mère;Asus;Z10PE-D8 WS - C612/2xLGA2011-V3/DDR4/EEB;474.22;0;0
4719072418557;4541;Carte Mère;MSI;B150M PRO-VDH - B150/LGA1151/DDR4/mATX;63.57;-1;10
4719072418540;4542;Carte Mère;MSI;H170M PRO-VDH - H170/LGA1151/DDR4/mATX;71.78;15;20
4719072419516;4544;Carte Mère;MSI;Z170I Gaming PRO AC - Z170/LGA1151/DDR4/WiFi/ITX;135.28;0;0
4712900113839;4545;Carte Mère;Asus;Z170-A - Z170/LGA1151/DDR4/ATX;142.75;0;0
4712900194173;4546;Carte Mère;Asus;H110I-PLUS D3 - H110/LGA1151/DDR3/mini ITX;64.41;0;0
4719331828332;4547;Carte Mère;Gigabyte;GA-Z170X-GAMING 3 - Z170/1151/DDR4/ATX;127.5;0;0
4719072392901;4548;Carte Mère;MSI;A88XI AC V2 - A88X/SKFM2+/DDR3/mini ITX;86.28;0;0
4712900298055;4551;Carte Mère;Asus;SABERTOOTH Z170 S - Z170/LGA1151/DDR4/ATX;188.9;0;0
4712900024326;4554;Carte Mère;Asus;SABERTOOTH X99 - X99/2011-3/DDR4/PCI-E/ATX;327.99;0;0
4719072448578;4555;Carte Mère;MSI;H110M GAMING - H110/LGA1151/DDR4/mATX;62.62;13;0
4719072448974;4556;Carte Mère;MSI;Z170A Krait GAMING 3X - Z170/LGA1151/DDR4/ATX;131.82;0;0
4716659859024;4558;Carte Mère;Asus;Z10PA-U8 - C612/LGA2011-3/DDR4  ECC/ATX;281.84;0;0
4712900115512;4559;Carte Mère;Asus;Z170M-PLUS - Z170/LGA1151/DDR4/USB-C/mATX;119.56;14;0
4716659550242;4562;Carte Mère;Asus;H81M-PLUS - H81/LGA1150/DDR3/mATX;56.36;9;0
;4564;Carte Mère;MSI;J1800TI - Celeron J1800/SO-DDR3/ITX/Bulk;56.58;1746;0
4712900168914;4565;Carte Mère;Asus;Maximus VIII EXTREME - Z170/LGA1151/DDR4/E-ATX;387.1;0;0
4719072446970;4566;Carte Mère;MSI;C236M Workstation - C236/LGA1151/DDR4/mATX;133.18;1;0
4712900263374;4568;Carte Mère;Asus;H110M-K - H110/LGA1151/DDR4/mATX;52.47;-6;50
4719072438739;4569;Carte Mère;MSI;H110M PRO-D - H110/LGA1151/DDR4/mATX;44.52;110;0
4719072439910;4573;Carte Mère;MSI;H110i Pro - H110/LGA1151/DDR4/mini ITX;72.18;0;0
4719072372927;4574;Carte Mère;MSI;X99S Gaming 9 ACK - X99/LGA2011-3/DDR4/WiFi/E-ATX;349.98;0;0
4712900323436;4575;Carte Mère;Asus;B150M-PRO GAMING - B150/LGA1151/DDR4/mATX;81.02;1;0
4716659869108;4576;Carte Mère;Asus;X99-E-WS - 2011v3/SLIx4/DDR4/ATX;476.18;0;0
4719072465940;4577;Carte Mère;MSI;X99A Xpower Gaming Titanium - 2011v3/DDR4/WiFi/ATX;387.36;0;0
4719072463472;4578;Carte Mère;MSI;X99A Gaming Pro Carbon - 2011v3/DDR4/ATX;292.04;0;0
4719072466282;4579;Carte Mère;MSI;E3 KRAIT GAMING V5 - C232/LGA1151/DDR4/ATX;126.66;2;0
4719072447311;4581;Carte Mère;MSI;Z170A Gaming Pro Carbon - LGA1151/DDR4/SLI/CF/ATX;154.67;0;0
4712900467598;4582;Carte Mère;Asus;Z170 PRO GAMING/AURA - LGA1151/DDR4/CF/SLI/ATX;138.06;2;0
4719072443344;4584;Carte Mère;MSI;H170I Pro AC - H170/LGA1151/DDR4/mITX;115.17;0;0
4719072425647;4585;Carte Mère;MSI;Z170A Tomahawk - Z170/LGA1151/DDR4/ATX;113.53;0;0
4719072353988;4586;Carte Mère;MSI;970 Gaming - 970/AM3+/DDR3/mATX;89.14;3;0
4712900397796;4587;Carte Mère;Asus;X99-Deluxe II - X99/LGA2011-3/DDR4/CF/SLIx3/ATX;390.53;0;0
4712900191684;4588;Carte Mère;Asus;H110M-C - H110/1151/DDR4/mATX;61.58;0;0
4719072476663;4589;Carte Mère;MSI;H110M GRENADE - H110/LGA1151/DDR4/mATX;61.87;8;0
4712900572445;4590;Carte Mère;Asus;PRIME Z270-P - Z270/LGA1151/DDR4/ATX;113.74;-2;14
4712900570076;4591;Carte Mère;Asus;PRIME Z270-K - Z270/LGA1151/DDR4/ATX;123.28;1;0
4712900574227;4592;Carte Mère;Asus;PRIME Z270M-PLUS - Z270/LGA1151/DDR4/mATX;127.69;6;0
4712900572018;4593;Carte Mère;Asus;STRIX Z270F Gaming - Z270/LGA1151/DDR4/ATX;172.36;3;0
4712900578850;4594;Carte Mère;Asus;PRIME Z270-A - Z270/LGA1151/DDR4/ATX/Aura;155.05;10;0
4712900580655;4595;Carte Mère;Asus;MAXIMUS IX HERO - Z270/LGA1151/DDR4/ATX;239.32;4;0
4712900572513;4596;Carte Mère;Asus;MAXIMUS IX CODE - Z270/LGA1151/DDR4/ATX;297.92;2;0
4712900572490;4597;Carte Mère;Asus;MAXIMUS IX FORMULA - Z270/LGA1151/DDR4/ATX;343.67;1;0
4719072490065;4598;Carte Mère;MSI;Z270 SLI PLUS - Z270/LGA1151/DDR4/SLI/CF/ATX;143.06;5;0
4719072490072;4599;Carte Mère;MSI;Z270 PC MATE - Z270/LGA1151/DDR4/CF/ATX;107.89;-12;20
4719072489885;4600;Carte Mère;MSI;B250M BAZOOKA - B250/LGA1151/DDR4/mATX;71.79;11;20
4719072489892;4601;Carte Mère;MSI;B250M PRO-VDH - B250/LGA1151/DDR4/mATX;68.79;34;0
4719072490607;4602;Carte Mère;MSI;Z270 Gaming Pro Carbon - Z270/LGA1151/DDR4/SLI/ATX;165.07;4;0
4719072490058;4603;Carte Mère;MSI;Z270 KRAIT Gaming - Z270/LGA1151/DDR4/SLI/ATX;144.68;9;0
4719072490102;4604;Carte Mère;MSI;B250M PRO-VH - B250/LGA1151/DDR4/mATX;64.56;-2;0
4719072489908;4605;Carte Mère;MSI;H270M BAZOOKA - H270/LGA1151/DDR4/mATX;88.52;-3;10
4719072490638;4606;Carte Mère;MSI;Z270 Gaming M5 - Z270/LGA1151/DDR4/SLI/CF/ATX;185.95;8;0
4719072496180;4608;Carte Mère;MSI;H270I Gaming PRO AC - H270/LGA1151/DDR4/WiFi/ITX;124.66;7;0
